xflr5,v6.57

Calculated,polar,for:,EPPLER,330,AIRFOIL

1,1,Reynolds,number,fixed,Mach,number,fixed

xtrf,=,1.000,(top),1.000,(bottom)
Mach,=,0.000,Re,=,0.100,e,6,Ncrit,=,9.000

alpha,CL,CD,CDp,Cm,Top,Xtr,Bot,Xtr,Cpmin,Chinge,XCp
-3.750,-0.3252,0.02634,0.01830,0.0086,0.8888,0.0557,-2.3569,0.0000,0.0000,0.0000,0.2728
-3.500,-0.2975,0.02485,0.01646,0.0099,0.8568,0.0574,-2.2898,0.0000,0.0000,0.0000,0.2795
-3.250,-0.2705,0.02349,0.01480,0.0113,0.8289,0.0589,-2.2203,0.0000,0.0000,0.0000,0.2879
-3.000,-0.2414,0.02178,0.01285,0.0124,0.8053,0.0607,-2.1601,0.0000,0.0000,0.0000,0.2974
-2.750,-0.2133,0.01955,0.01065,0.0129,0.7835,0.0708,-2.1045,0.0000,0.0000,0.0000,0.3061
-2.500,-0.1916,0.01865,0.00964,0.0150,0.7638,0.0831,-2.0540,0.0000,0.0000,0.0000,0.3242
-2.250,0.0573,0.01730,0.01050,-0.0180,0.7288,1.0000,-1.2008,0.0000,0.0000,0.0000,0.5746
-2.000,0.0771,0.01738,0.01024,-0.0166,0.7083,1.0000,-1.0190,0.0000,0.0000,0.0000,0.4721
-1.750,0.0997,0.01725,0.00996,-0.0160,0.6901,1.0000,-0.8348,0.0000,0.0000,0.0000,0.4154
-1.500,0.1212,0.01720,0.00969,-0.0150,0.6725,1.0000,-0.6688,0.0000,0.0000,0.0000,0.3770
-1.250,0.1432,0.01738,0.00959,-0.0142,0.6563,1.0000,-0.6192,0.0000,0.0000,0.0000,0.3507
-1.000,0.1670,0.01733,0.00939,-0.0138,0.6431,1.0000,-0.6411,0.0000,0.0000,0.0000,0.3338
-0.750,0.1900,0.01733,0.00926,-0.0132,0.6293,1.0000,-0.6629,0.0000,0.0000,0.0000,0.3198
-0.500,0.2124,0.01740,0.00914,-0.0123,0.6169,1.0000,-0.6849,0.0000,0.0000,0.0000,0.3078
-0.250,0.2357,0.01774,0.00930,-0.0117,0.6043,1.0000,-0.7067,0.0000,0.0000,0.0000,0.2993
0.000,0.2601,0.01776,0.00929,-0.0115,0.5942,1.0000,-0.7331,0.0000,0.0000,0.0000,0.2934
0.250,0.2838,0.01781,0.00926,-0.0110,0.5821,1.0000,-0.7596,0.0000,0.0000,0.0000,0.2875
0.500,0.3068,0.01787,0.00919,-0.0101,0.5706,1.0000,-0.7865,0.0000,0.0000,0.0000,0.2816
0.750,0.3295,0.01808,0.00924,-0.0093,0.5597,1.0000,-0.8134,0.0000,0.0000,0.0000,0.2764
1.000,0.3538,0.01849,0.00960,-0.0090,0.5499,1.0000,-0.8394,0.0000,0.0000,0.0000,0.2735
1.250,0.3784,0.01863,0.00976,-0.0088,0.5414,1.0000,-0.8659,0.0000,0.0000,0.0000,0.2711
1.500,0.4027,0.01881,0.00995,-0.0084,0.5322,1.0000,-0.8925,0.0000,0.0000,0.0000,0.2686
1.750,0.4266,0.01900,0.01010,-0.0079,0.5234,1.0000,-0.9235,0.0000,0.0000,0.0000,0.2660
2.000,0.4501,0.01920,0.01024,-0.0072,0.5154,1.0000,-0.9559,0.0000,0.0000,0.0000,0.2633
2.250,0.4734,0.01961,0.01056,-0.0065,0.5068,1.0000,-0.9880,0.0000,0.0000,0.0000,0.2609
2.500,0.4974,0.02024,0.01123,-0.0063,0.4980,1.0000,-1.0188,0.0000,0.0000,0.0000,0.2596
2.750,0.5216,0.02039,0.01146,-0.0060,0.4899,1.0000,-1.0511,0.0000,0.0000,0.0000,0.2582
3.000,0.5456,0.02064,0.01178,-0.0056,0.4811,1.0000,-1.0876,0.0000,0.0000,0.0000,0.2567
3.250,0.5693,0.02093,0.01210,-0.0051,0.4732,1.0000,-1.1262,0.0000,0.0000,0.0000,0.2552
3.500,0.5928,0.02120,0.01236,-0.0044,0.4659,1.0000,-1.1654,0.0000,0.0000,0.0000,0.2535
3.750,0.6160,0.02156,0.01271,-0.0036,0.4590,1.0000,-1.2048,0.0000,0.0000,0.0000,0.2518
4.000,0.6382,0.02290,0.01408,-0.0034,0.4495,1.0000,-1.2438,0.0000,0.0000,0.0000,0.2510
4.250,0.6619,0.02305,0.01437,-0.0030,0.4436,1.0000,-1.2904,0.0000,0.0000,0.0000,0.2499
4.500,0.6850,0.02334,0.01481,-0.0025,0.4352,1.0000,-1.3368,0.0000,0.0000,0.0000,0.2488
4.750,0.7077,0.02372,0.01529,-0.0018,0.4268,1.0000,-1.3876,0.0000,0.0000,0.0000,0.2476
5.000,0.7303,0.02408,0.01571,-0.0011,0.4194,1.0000,-1.4448,0.0000,0.0000,0.0000,0.2462
5.250,0.7528,0.02437,0.01604,-0.0001,0.4125,1.0000,-1.5037,0.0000,0.0000,0.0000,0.2446
5.500,0.7745,0.02499,0.01664,0.0009,0.4045,1.0000,-1.5657,0.0000,0.0000,0.0000,0.2431
5.750,0.7943,0.02617,0.01799,0.0015,0.3962,1.0000,-1.6298,0.0000,0.0000,0.0000,0.2422
6.000,0.8156,0.02655,0.01856,0.0022,0.3882,1.0000,-1.6991,0.0000,0.0000,0.0000,0.2411
6.250,0.8362,0.02713,0.01931,0.0030,0.3798,1.0000,-1.7689,0.0000,0.0000,0.0000,0.2399
6.500,0.8575,0.02740,0.01976,0.0041,0.3714,1.0000,-1.8621,0.0000,0.0000,0.0000,0.2385
6.750,0.8804,0.02726,0.01959,0.0054,0.3632,1.0000,-1.9645,0.0000,0.0000,0.0000,0.2367
7.000,0.8998,0.02838,0.02067,0.0067,0.3529,1.0000,-2.0570,0.0000,0.0000,0.0000,0.2352
7.250,0.9181,0.02903,0.02157,0.0076,0.3457,1.0000,-2.1703,0.0000,0.0000,0.0000,0.2340
7.500,0.9367,0.02947,0.02224,0.0088,0.3360,1.0000,-2.2883,0.0000,0.0000,0.0000,0.2327
7.750,0.9579,0.02932,0.02216,0.0102,0.3253,1.0000,-2.4232,0.0000,0.0000,0.0000,0.2311
8.000,0.9826,0.02868,0.02145,0.0116,0.3156,1.0000,-2.5768,0.0000,0.0000,0.0000,0.2295
8.250,1.0000,0.02995,0.02274,0.0130,0.3047,1.0000,-2.6989,0.0000,0.0000,0.0000,0.2280
8.500,1.0166,0.03011,0.02318,0.0145,0.2949,1.0000,-2.8462,0.0000,0.0000,0.0000,0.2264
8.750,1.0371,0.02971,0.02289,0.0161,0.2819,1.0000,-3.0793,0.0000,0.0000,0.0000,0.2248
9.000,1.0619,0.02884,0.02189,0.0175,0.2697,1.0000,-3.3719,0.0000,0.0000,0.0000,0.2233
9.250,1.0771,0.02965,0.02281,0.0192,0.2570,1.0000,-3.5947,0.0000,0.0000,0.0000,0.2216
9.500,1.0938,0.02939,0.02271,0.0211,0.2418,1.0000,-3.8415,0.0000,0.0000,0.0000,0.2198
9.750,1.1152,0.02884,0.02189,0.0228,0.2245,1.0000,-4.1574,0.0000,0.0000,0.0000,0.2182
10.000,1.1247,0.02959,0.02291,0.0251,0.2104,1.0000,-4.3749,0.0000,0.0000,0.0000,0.2159
10.250,1.1375,0.02962,0.02316,0.0274,0.1934,1.0000,-4.6386,0.0000,0.0000,0.0000,0.2137
10.500,1.1435,0.03071,0.02428,0.0302,0.1767,1.0000,-4.8395,0.0000,0.0000,0.0000,0.2110
10.750,1.1470,0.03123,0.02482,0.0332,0.1607,1.0000,-5.0392,0.0000,0.0000,0.0000,0.2080
11.000,1.1458,0.03270,0.02618,0.0366,0.1460,1.0000,-5.1982,0.0000,0.0000,0.0000,0.2046
11.250,1.1407,0.03392,0.02756,0.0403,0.1353,1.0000,-5.3274,0.0000,0.0000,0.0000,0.2008
11.500,1.1334,0.03526,0.02882,0.0442,0.1259,1.0000,-5.4456,0.0000,0.0000,0.0000,0.1967
11.750,1.1242,0.03744,0.03092,0.0482,0.1168,1.0000,-5.5234,0.0000,0.0000,0.0000,0.1923
12.000,1.1081,0.03911,0.03278,0.0522,0.1129,1.0000,-5.5579,0.0000,0.0000,0.0000,0.1876
12.250,1.0952,0.04125,0.03505,0.0547,0.1078,1.0000,-5.6047,0.0000,0.0000,0.0000,0.1843
12.500,1.0857,0.04353,0.03739,0.0563,0.1021,1.0000,-5.6798,0.0000,0.0000,0.0000,0.1819
12.750,1.0787,0.04599,0.03981,0.0575,0.0964,1.0000,-5.7731,0.0000,0.0000,0.0000,0.1800
13.000,1.0716,0.04991,0.04375,0.0589,0.0897,1.0000,-5.8165,0.0000,0.0000,0.0000,0.1779
13.250,1.0573,0.05332,0.04737,0.0587,0.0877,1.0000,-5.8238,0.0000,0.0000,0.0000,0.1768
13.500,1.0414,0.05735,0.05158,0.0578,0.0855,1.0000,-5.8061,0.0000,0.0000,0.0000,0.1762
13.750,1.0233,0.06195,0.05636,0.0564,0.0835,1.0000,-5.7585,0.0000,0.0000,0.0000,0.1761
14.000,1.0026,0.06730,0.06188,0.0543,0.0821,1.0000,-5.6740,0.0000,0.0000,0.0000,0.1765
14.250,0.9755,0.07407,0.06882,0.0513,0.0823,1.0000,-5.5061,0.0000,0.0000,0.0000,0.1776
14.500,0.9302,0.08443,0.07935,0.0460,0.0860,1.0000,-5.1187,0.0000,0.0000,0.0000,0.1803
14.750,0.8731,0.09774,0.09269,0.0389,0.0893,1.0000,-4.5923,0.0000,0.0000,0.0000,0.1849
15.000,0.8204,0.11235,0.10728,0.0312,0.0913,1.0000,-4.0407,0.0000,0.0000,0.0000,0.1914


